text,joint
Overall build quality is cheap.,LAPTOP#QUALITY/negative
"Heck, if I had enough ' money, I would but it as a gift for someone.",LAPTOP#GENERAL/positive
"Sound, quality and touchscreen are awesome!","MULTIMEDIA_DEVICES#QUALITY/positive,DISPLAY#GENERAL/positive,LAPTOP#QUALITY/positive"
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,"POWER_SUPPLY#QUALITY/negative,MOTHERBOARD#QUALITY/negative"
i love to use it it is esay and light.,"LAPTOP#GENERAL/positive,LAPTOP#USABILITY/positive,LAPTOP#DESIGN_FEATURES/positive"
"I waited another month for approval and for them to ""BUILD"" me a new laptop.",SUPPORT#QUALITY/negative
if this computer every breaks down on me i will most definatly get the same one again.,LAPTOP#GENERAL/positive
They say sorry out of warranty.,SUPPORT#QUALITY/negative
The online tutorial videos make it super easy to learn if you have always used a PC.,LAPTOP#USABILITY/positive
THIS is what a laptop is supposed to be.,LAPTOP#GENERAL/positive
I'm already hooked on the sleek look and dependability that this laptop has shown.,"LAPTOP#DESIGN_FEATURES/positive,LAPTOP#QUALITY/positive"
Was easy to set up and has been easy to learn to use it.,LAPTOP#USABILITY/positive
It's A MAC!!,LAPTOP#GENERAL/positive
The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,BATTERY#OPERATION_PERFORMANCE/negative
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",LAPTOP#MISCELLANEOUS/positive
Just wish there were more USB ports.,LAPTOP#DESIGN_FEATURES/negative
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.","MOUSE#USABILITY/positive,KEYBOARD#DESIGN_FEATURES/positive,LAPTOP#DESIGN_FEATURES/positive,LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#GENERAL/positive"
I took off a star because the machine has a lot of junk software on it.,"SOFTWARE#GENERAL/negative,LAPTOP#DESIGN_FEATURES/negative"
It still seems to be a little lose now but so far seems to be hanging in there.,POWER_SUPPLY#QUALITY/negative
This just keeps having it's hard drive replaced!,HARD_DISC#QUALITY/negative
the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,"LAPTOP#DESIGN_FEATURES/negative,GRAPHICS#GENERAL/negative,LAPTOP#USABILITY/negative"
"For me, five stars is not enough.",LAPTOP#GENERAL/positive
"Second, it gets scratches easily and when it gets old some thing may operated","LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#QUALITY/negative"
The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,"OS#OPERATION_PERFORMANCE/positive,OS#QUALITY/positive"
The price is another driving influence that made me purchase this laptop.,LAPTOP#PRICE/positive
"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.","SUPPORT#QUALITY/negative,BATTERY#OPERATION_PERFORMANCE/negative"
It's a great product for a great price!,"LAPTOP#GENERAL/positive,LAPTOP#PRICE/positive"
so the fact that the computer does not work on the 24 twenty fourth day is my fault.,"LAPTOP#QUALITY/negative,SUPPORT#QUALITY/negative"
It may take a little getting used to but you don't have to worry about viruses or other headaches.,"LAPTOP#QUALITY/positive,LAPTOP#USABILITY/neutral"
THE MOTHERBOARD IS DEAD !,MOTHERBOARD#QUALITY/negative
Don't expect it to take good pictures or video.,MULTIMEDIA_DEVICES#QUALITY/negative
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,"LAPTOP#OPERATION_PERFORMANCE/positive,SOFTWARE#USABILITY/positive"
Another Great thing is the Beast graphics.,GRAPHICS#QUALITY/positive
i tried turning it done but it did nothing.,MOUSE#OPERATION_PERFORMANCE/negative
I am returning it...,LAPTOP#GENERAL/negative
works good but doesn't seem like it's made sturdy.,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#QUALITY/negative"
Had to have this computer repaired twice in the first 5 months after purchasing it.,LAPTOP#QUALITY/negative
"The screen is huge and coloful, but no LED backlighting.","DISPLAY#DESIGN_FEATURES/negative,DISPLAY#DESIGN_FEATURES/positive"
So far I do not have any trouble with it other than the picture quality is a bit poor.,"LAPTOP#GENERAL/positive,DISPLAY#QUALITY/negative"
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.","LAPTOP#QUALITY/negative,LAPTOP#OPERATION_PERFORMANCE/negative,BATTERY#OPERATION_PERFORMANCE/positive"
I don't like it at all...,LAPTOP#GENERAL/negative
Like the price and operation.,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#PRICE/positive"
It's so nice to look at and the keys are easy to type with.,"KEYBOARD#USABILITY/positive,LAPTOP#DESIGN_FEATURES/positive"
"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.","LAPTOP#GENERAL/positive,LAPTOP#QUALITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.","LAPTOP#USABILITY/positive,LAPTOP#QUALITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive,SOFTWARE#GENERAL/positive"
This is a great home computer.,LAPTOP#MISCELLANEOUS/positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.","SOFTWARE#GENERAL/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
"Other than a hate of windows 8, she just loves it.","OS#GENERAL/negative,LAPTOP#GENERAL/positive"
The start menu is not the easiest thing to navigate due to the stacking.,OS#USABILITY/negative
It's a pleasure to type on.,KEYBOARD#USABILITY/positive
I was even able to uninstall McAffe and install one of my Symantec licenses with a no issues whatsoever.,LAPTOP#USABILITY/positive
Ease of use is just one of the benefits I love about my Mac.,"LAPTOP#USABILITY/positive,LAPTOP#USABILITY/positive"
Once again apple stands alone at the top of the charts.,COMPANY#GENERAL/positive
When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,LAPTOP#OPERATION_PERFORMANCE/negative
Just a bunch of idiots who's English as a 5th language is forced at best.,SUPPORT#QUALITY/negative
SUPER LAPTOP!!,LAPTOP#GENERAL/positive
"This computer is great for someone who is looking to manage their online life(banling, facebook etc) and some basic offline work using MS Office.",LAPTOP#MISCELLANEOUS/positive
I get giddy every time I use this thing.,LAPTOP#GENERAL/positive
One really nice thing about Lenovo laptops is that they are not cluttered with a bunch or trial software.,"COMPANY#GENERAL/positive,SOFTWARE#MISCELLANEOUS/positive,LAPTOP#DESIGN_FEATURES/positive"
"It is well worth the money it cost, Very good investment.","LAPTOP#PRICE/positive,LAPTOP#GENERAL/positive"
"We haven't used it enough or had it long enough to give it 5 stars, but so far it has been a very good laptop.",LAPTOP#GENERAL/positive
"Also, I have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.",LAPTOP#QUALITY/negative
Battery power laptop had difficulties computing.,"LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#USABILITY/negative"
"There are so many things wrong with this product, it just makes me want to set my self on fire!",LAPTOP#GENERAL/negative
But the Macbook is the best!,LAPTOP#GENERAL/positive
Satisfy what I paid for it.,"LAPTOP#GENERAL/positive,LAPTOP#PRICE/neutral"
Start up time took forever everything runs very slowly.,LAPTOP#OPERATION_PERFORMANCE/negative
I love this laptop to the moon.,LAPTOP#GENERAL/positive
it is hard to fix and makes it a hassle to own one.,"LAPTOP#QUALITY/negative,LAPTOP#GENERAL/negative"
Great for web design and general work.,LAPTOP#MISCELLANEOUS/positive
"If you are looking for something reliable, this is the laptop for you.",LAPTOP#QUALITY/positive
"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.","LAPTOP#PORTABILITY/positive,LAPTOP#DESIGN_FEATURES/positive"
All you have to do is turn it on and it works.,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#USABILITY/positive"
"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.","DISPLAY#GENERAL/positive,LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#DESIGN_FEATURES/positive"
The speed is incredible and I am more than satisfied.,LAPTOP#OPERATION_PERFORMANCE/positive
The built-in webcam is great for Skype and similar video-chat services.,MULTIMEDIA_DEVICES#MISCELLANEOUS/positive
"It is sleek, smooth, and lightweight.","LAPTOP#DESIGN_FEATURES/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
It is a cheap throw together.,LAPTOP#QUALITY/negative
power supply went bad after 2 weeks --,POWER_SUPPLY#QUALITY/negative
"Speakers don't get that loud, but good enough.",MULTIMEDIA_DEVICES#QUALITY/neutral
"It has many great programs, such as ILife, iPhotos and others.","SOFTWARE#GENERAL/positive,LAPTOP#DESIGN_FEATURES/positive"
Works beautifully.,LAPTOP#OPERATION_PERFORMANCE/positive
"One drawback, I wish the keys were backlit.",KEYBOARD#DESIGN_FEATURES/negative
Outstanding laptop and very well built.,"LAPTOP#GENERAL/positive,LAPTOP#QUALITY/positive"
It does make a little noise but that's alright as it's not too much.,LAPTOP#QUALITY/neutral
It is small enough to fit in one of my purses!,LAPTOP#DESIGN_FEATURES/positive
"Fast, fast and fast, the web pages just fly by.",LAPTOP#OPERATION_PERFORMANCE/positive
He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,"LAPTOP#GENERAL/positive,LAPTOP#USABILITY/positive"
dell is a decently made pc.,LAPTOP#GENERAL/neutral
The only thing is that the battery won't last more than 1/2 an hour.,BATTERY#OPERATION_PERFORMANCE/negative
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,MOUSE#OPERATION_PERFORMANCE/negative
"*IF YOU ARE LOOKING FOR A GOOD LAPTOP, THIS IS NOT IT!",LAPTOP#GENERAL/negative
The machine is slow to boot up and occasionally crashes completely.,LAPTOP#OPERATION_PERFORMANCE/negative
I got the blue screen of death the first month I got it.,"LAPTOP#QUALITY/negative,LAPTOP#OPERATION_PERFORMANCE/negative"
"The 13"" MacBook Pro is portable, durable, and very capable.","LAPTOP#PORTABILITY/positive,LAPTOP#QUALITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
I had a great experience purchasing my Dell Inspiron i3531-1200BK 15.6-Inch Laptop.,LAPTOP#GENERAL/positive
Small screen somewhat limiting but great for travel.,"DISPLAY#DESIGN_FEATURES/negative,LAPTOP#PORTABILITY/positive"
LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,"LAPTOP#PRICE/positive,LAPTOP#GENERAL/positive"
"Then, within 5 months, the charger crapped out on me.",POWER_SUPPLY#QUALITY/negative
I appreciate the effort to hit affordable pricing Dell but just not worth it.,"LAPTOP#GENERAL/negative,LAPTOP#PRICE/positive"
"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",COMPANY#GENERAL/negative
"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.","LAPTOP#CONNECTIVITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#USABILITY/positive"
"They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life.",SUPPORT#QUALITY/negative
Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,LAPTOP#MISCELLANEOUS/positive
The sound is great and it's fast.,"MULTIMEDIA_DEVICES#QUALITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
I had this computer for one month and had to send it in for repair.,LAPTOP#QUALITY/negative
Awesome laptop and the perfect size to carry around in college.,"LAPTOP#GENERAL/positive,LAPTOP#DESIGN_FEATURES/positive,LAPTOP#PORTABILITY/positive"
I'm tired of the inept service.,SUPPORT#QUALITY/negative
"If you are a gamer or need it for heavy computer use, get something else.",LAPTOP#MISCELLANEOUS/negative
D) was under $300 with shipping.,LAPTOP#PRICE/positive
It is truly a Desktop Replacement.,LAPTOP#MISCELLANEOUS/positive
The sound is very nice and crisp.,MULTIMEDIA_DEVICES#QUALITY/positive
They were able to set-up with labtops themselves within a few minutes.,LAPTOP#USABILITY/positive
was not aware it did not have a disk drive when i bought it or i would not of purchased it.,LAPTOP#DESIGN_FEATURES/negative
"I have had Dell Desktops for years, so had no qualms about buying a Dell laptop.","COMPANY#GENERAL/negative,LAPTOP#GENERAL/negative"
I will be returning it.,LAPTOP#GENERAL/negative
"My laptop was easy to set-up, and I've had no problems to date.","LAPTOP#USABILITY/positive,LAPTOP#GENERAL/positive"
I have used PC's and converting to this MacBook Pro was easy.,LAPTOP#USABILITY/positive
I would recommend not buying this product.,LAPTOP#GENERAL/negative
It's color is even cool.,LAPTOP#DESIGN_FEATURES/positive
"The computer itself was fast, ran smoothly, and had no problems.","LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#GENERAL/positive"
Highly recommended!,LAPTOP#GENERAL/positive
The fact that you can spend over $100 on just a webcam underscores the value of this machine.,LAPTOP#GENERAL/positive
Perfect trifecta!,LAPTOP#GENERAL/positive
I will never buy anything from HP again!,COMPANY#GENERAL/negative
We are addicted to the Mac.,LAPTOP#GENERAL/positive
I replaced stock drive with WD Black 7K drive and is still quite slow.,LAPTOP#OPERATION_PERFORMANCE/negative
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,DISPLAY#DESIGN_FEATURES/negative
i cant believe HP put this out.,"COMPANY#GENERAL/negative,LAPTOP#GENERAL/negative"
Glad it has the DVD drive.,LAPTOP#DESIGN_FEATURES/positive
I love the glass touchpad.,MOUSE#DESIGN_FEATURES/positive
Best thing is I can use existing 32 bit old programs.,LAPTOP#USABILITY/positive
Was not happy with one of the programs on it.,SOFTWARE#GENERAL/negative
very poor quality lap top....,LAPTOP#QUALITY/negative
"When I got this laptop in 2007 to help me with school, I had a hard time from beginning.",LAPTOP#GENERAL/negative
"Microsoft Office is a 30 day trial, a number of games and apps are already preloaded.","LAPTOP#DESIGN_FEATURES/neutral,SOFTWARE#MISCELLANEOUS/neutral"
"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces.","OPTICAL_DRIVES#QUALITY/negative,POWER_SUPPLY#QUALITY/negative,SUPPORT#QUALITY/neutral"
The battery life is probably an hour at best.,BATTERY#OPERATION_PERFORMANCE/negative
"It is very durable, I am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet.",LAPTOP#QUALITY/positive
The first fell apart right after the 1-year-warranty.,LAPTOP#QUALITY/negative
"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",LAPTOP#QUALITY/negative
I bought my macbook a few months ago and it has been my baby ever since.,LAPTOP#GENERAL/positive
"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.","FANS_COOLING#QUALITY/negative,FANS_COOLING#OPERATION_PERFORMANCE/negative"
CRASHED only 2 days from getting it!!!!,"LAPTOP#QUALITY/negative,LAPTOP#OPERATION_PERFORMANCE/negative"
They are loud and clunky but I figured I'd get used to it.,"MOUSE#DESIGN_FEATURES/negative,MOUSE#QUALITY/negative,MOUSE#USABILITY/neutral"
The Toshiba Satellite laptop is  DESIGNED  to fail !,LAPTOP#GENERAL/negative
It took almost 20 minutes to boot up.,LAPTOP#OPERATION_PERFORMANCE/negative
The battery has never worked well.,"BATTERY#OPERATION_PERFORMANCE/negative,BATTERY#QUALITY/negative"
The difference is the Toshiba had a lot more memory and hard drive space.,"HARD_DISC#DESIGN_FEATURES/positive,MEMORY#DESIGN_FEATURES/positive"
The system sometimes lags a lot.,LAPTOP#OPERATION_PERFORMANCE/negative
Just not for me.,LAPTOP#GENERAL/negative
Sometimes the screen even goes black on this computer.,DISPLAY#OPERATION_PERFORMANCE/negative
"I have updated the drivers and tweeked every feature available, but nothing has helped.",MOUSE#OPERATION_PERFORMANCE/negative
Runs smooth and quick.,LAPTOP#OPERATION_PERFORMANCE/positive
Instead it is sitting in West Verginia waiting for UPS to take two days to send Me a box and Two days for them to ship the computer some 691 miles by air? to Louisville Ky.,SHIPPING#QUALITY/negative
Keyboard is reasonable size.,KEYBOARD#DESIGN_FEATURES/positive
This is not a serious gaming laptop or a serious media machine;,LAPTOP#MISCELLANEOUS/negative
just wifi....,LAPTOP#CONNECTIVITY/negative
"IT DOES NOT TURN ON - IF I TAKE THE BATTERY OUT IT MIGHT WORK, NOT SURE IF IT'S A BAD BATTERY OR COMPUTER!","LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#QUALITY/negative"
Battery is not upgradable to a longer life battery.,LAPTOP#USABILITY/negative
kinda to light and plastic feeling.,"LAPTOP#DESIGN_FEATURES/negative,LAPTOP#QUALITY/negative"
"However, this laptop far exceeded my expectations when I bought it for college, I only use Malwarebytes and Microsoft Security Essentials, run a virus scan maybe once a week and it has ran smoother than butter for the past two years.","LAPTOP#MISCELLANEOUS/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
Good bye BLUE SCREEN and Critical errors!!!!,LAPTOP#OPERATION_PERFORMANCE/positive
Been using it for about 4 hours now and it seems plenty fast and does everything I need it to do.,"LAPTOP#GENERAL/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
Save your money and go for a better device.,LAPTOP#GENERAL/negative
This is what I was looking for.,LAPTOP#GENERAL/positive
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,LAPTOP#OPERATION_PERFORMANCE/positive
Don't buy this model.,LAPTOP#GENERAL/negative
It seems that this computer might be a lemon.,LAPTOP#QUALITY/negative
The letter A stopped working after the first week.,"KEYBOARD#QUALITY/negative,KEYBOARD#OPERATION_PERFORMANCE/negative"
It's a great prodcut to handle basic computing needs.,LAPTOP#MISCELLANEOUS/positive
"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.","KEYBOARD#DESIGN_FEATURES/negative,KEYBOARD#USABILITY/negative"
The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,"MOUSE#USABILITY/neutral,MOUSE#DESIGN_FEATURES/neutral"
Apple continues to shine and provide a much more enjoyable computer experience!,"COMPANY#GENERAL/positive,LAPTOP#GENERAL/positive"
Does all that was advertised.,LAPTOP#GENERAL/positive
"It is very, very quiet.",LAPTOP#QUALITY/positive
Summary: Spend your money elsewhere,LAPTOP#GENERAL/negative
The price was good.,LAPTOP#PRICE/positive
think i would spend little extra to get a better made laptop.,LAPTOP#QUALITY/negative
I love the Apple products.,COMPANY#GENERAL/positive
I've always sworn by dell.,COMPANY#GENERAL/positive
Great laptop.,LAPTOP#GENERAL/positive
So buyer beware when buying Toshiba,COMPANY#GENERAL/negative
All my devices work flawlessly.,LAPTOP#USABILITY/positive
"I play a lot of casual games online, and the touchpad is very responsive.",MOUSE#OPERATION_PERFORMANCE/positive
It also came with a built it web cam which is great because I can see an communicate with my family members back home.,LAPTOP#DESIGN_FEATURES/positive
Will probably get another one for my wife!,LAPTOP#GENERAL/positive
Really like the textured surface which shows no fingerprints.,LAPTOP#QUALITY/positive
"Right out of the box, this little netbook did everything I asked of it, including streaming the everyday video you're bound to encounter checking mail and websites (my biggest complaint previously).","LAPTOP#GENERAL/positive,LAPTOP#MISCELLANEOUS/positive"
"I upgraded it's RAM to 2GB, I am very happy with it.","LAPTOP#GENERAL/positive,MEMORY#DESIGN_FEATURES/neutral"
"Fan vents to the side, so no cooling pad needed, great feature!",FANS_COOLING#DESIGN_FEATURES/positive
I don't use my laptop in a way though that needs a long battery life so it's perfect for me.,BATTERY#OPERATION_PERFORMANCE/positive
So glad I decided to upgrade!,LAPTOP#GENERAL/positive
"Would definitely recommend for those who are ""technologically ignorant""",LAPTOP#MISCELLANEOUS/positive
Dell support was awful to deal with.,SUPPORT#QUALITY/negative
"Overall, it's ok.",LAPTOP#GENERAL/neutral
"If you're the type of person that just likes to browse the Internet and enjoy media and do light work with Microsoft office, this is the laptop for you.",LAPTOP#MISCELLANEOUS/positive
"The PC is works well with a good battery and a power cable, and has a web cam.","BATTERY#OPERATION_PERFORMANCE/positive,LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#DESIGN_FEATURES/positive"
It's software and speed enable it to do amazing things.,"LAPTOP#OPERATION_PERFORMANCE/positive,SOFTWARE#GENERAL/positive"
The only thing i can say is that the touch pad doesnt work like it should all the time.,MOUSE#OPERATION_PERFORMANCE/negative
Do not  buy it!,LAPTOP#GENERAL/negative
it is a great value for what you get.,"LAPTOP#PRICE/positive,LAPTOP#GENERAL/positive"
This computer was awful!,LAPTOP#GENERAL/negative
It's a bummer and one out of five is being kind.,LAPTOP#GENERAL/negative
The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,BATTERY#OPERATION_PERFORMANCE/negative
I decided to get this pile of crap on a whim and totally freaking regret it.,LAPTOP#QUALITY/negative
"I've owned this labtop for less then two months, already the mouse button has broke.",MOUSE#QUALITY/negative
i can run somewhat modern games like Skyrim and Fallout New Vegas with no issues.,LAPTOP#MISCELLANEOUS/positive
I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,WARRANTY#PRICE/neutral
"I dislike the weight and size, cubersome.","LAPTOP#PORTABILITY/negative,LAPTOP#DESIGN_FEATURES/negative"
Terribly slow...,LAPTOP#OPERATION_PERFORMANCE/negative
I'm very impressed.,LAPTOP#GENERAL/positive
"Other installed features, such as certain printer software, are also most attractive.",LAPTOP#DESIGN_FEATURES/positive
"A month or so ago, the freaking motherboard just died.",MOTHERBOARD#QUALITY/negative
They only stay charged a little over an hour.,BATTERY#OPERATION_PERFORMANCE/negative
Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,SOFTWARE#MISCELLANEOUS/negative
2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,"LAPTOP#GENERAL/positive,LAPTOP#QUALITY/neutral"
A mac is very easy to use and it simply makes sense.,LAPTOP#USABILITY/positive
The computer blinks it shuts off at will.,LAPTOP#OPERATION_PERFORMANCE/negative
"Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.","LAPTOP#QUALITY/negative,SUPPORT#QUALITY/negative"
Is just amazing.=),LAPTOP#GENERAL/positive
So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,POWER_SUPPLY#QUALITY/negative
The battery is pretty soild.,BATTERY#OPERATION_PERFORMANCE/positive
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.","LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#PRICE/positive,LAPTOP#DESIGN_FEATURES/positive,LAPTOP#QUALITY/positive"
"I Contacted HP  about this situation and was given excuses, without results.",SUPPORT#QUALITY/negative
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;","LAPTOP#PORTABILITY/positive,LAPTOP#QUALITY/positive,LAPTOP#USABILITY/positive"
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",SUPPORT#QUALITY/positive
I LOVE IT!,LAPTOP#GENERAL/positive
I sent it back AND THEY LOST IT.,SUPPORT#QUALITY/negative
But now I am having battery problems.,BATTERY#OPERATION_PERFORMANCE/negative
"The biggie though is the fact that it disconnects from the internet whenever if feels like it, even when the strength bar is filled.",LAPTOP#CONNECTIVITY/negative
I bought it to use in college and it is perfect.,LAPTOP#MISCELLANEOUS/positive
The graphics are great.,GRAPHICS#GENERAL/positive
Took it back as it was defective.,LAPTOP#QUALITY/negative
You also have to press firmly on the keys.,KEYBOARD#USABILITY/negative
I can't say enough good for it!,LAPTOP#GENERAL/positive
I occassionaly use it for work via VPN and it has not given me any problems.,LAPTOP#MISCELLANEOUS/positive
"The price was very good, and the product is top quality.","LAPTOP#QUALITY/positive,LAPTOP#PRICE/positive"
"my information was all lost (my fault, I know, but I never thought I would need to back up my information on a brand new Mac, the paragon of all computers!",LAPTOP#MISCELLANEOUS/negative
Using this machine is like a mild form of torture.,LAPTOP#USABILITY/negative
fast easy,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#USABILITY/positive"
Could lose another pound or two.,LAPTOP#DESIGN_FEATURES/negative
"Besides the great look, it is a great machine.","LAPTOP#DESIGN_FEATURES/positive,LAPTOP#GENERAL/positive"
"Let's just get this out of the way, I love Apple!",COMPANY#GENERAL/positive
I would  say if you want to buy one of these machines be careful.,LAPTOP#GENERAL/negative
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.","LAPTOP#QUALITY/positive,LAPTOP#DESIGN_FEATURES/positive,LAPTOP#PRICE/positive"
From the moment I opened the box to the present it has been a great joy.,LAPTOP#GENERAL/positive
Its fast and another thing I like is that it has three USB ports.,"LAPTOP#DESIGN_FEATURES/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
Still getting use to Window 8.,OS#USABILITY/neutral
I've had my Lenovo for a little over a month now and it does everything i want it to do and more.,LAPTOP#GENERAL/positive
I swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,LAPTOP#QUALITY/negative
This laptop does NOT have an RJ-45 Ethernet adapter for wired network connection.,"LAPTOP#CONNECTIVITY/negative,LAPTOP#DESIGN_FEATURES/negative"
NEEDS MORE INSTRUCTIONS WITH IT,LAPTOP#MISCELLANEOUS/negative
"It's like 9 punds, but if you can look past it, it's GREAT!","LAPTOP#GENERAL/positive,LAPTOP#DESIGN_FEATURES/negative"
"Used to love HP products, but this has soured me on the whole company.","COMPANY#GENERAL/negative,LAPTOP#GENERAL/negative"
"Toshiba is a great brand, even though I haven't had it for a long time, I am very happy with it!","COMPANY#GENERAL/positive,LAPTOP#GENERAL/positive"
I'm really impressed with the quality and performance for the price of the computer.,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#PRICE/neutral,LAPTOP#QUALITY/positive"
Very good quality and well made.,LAPTOP#QUALITY/positive
Terrific value for the money.,"LAPTOP#PRICE/neutral,LAPTOP#GENERAL/positive"
Overall this laptop is great.,LAPTOP#GENERAL/positive
As well as having the plug in the computer come loose.,POWER_SUPPLY#QUALITY/negative
"Waiting for the i7 was well worth it, great value for the price.","LAPTOP#PRICE/neutral,LAPTOP#GENERAL/positive"
"Overall, still a very nice machine.",LAPTOP#GENERAL/positive
this laptop is great for work and doing my pictures.,LAPTOP#MISCELLANEOUS/positive
"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.","OS#GENERAL/negative,LAPTOP#PRICE/positive,LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#GENERAL/positive"
The much lauded combined touch pad and clicker is a nightmare.,MOUSE#DESIGN_FEATURES/negative
"It super shiny, so you can see the fingerprints easily.",LAPTOP#QUALITY/neutral
For the use it was purchased for it is a good Laptop.,LAPTOP#GENERAL/positive
"When the computer has been on for several minutes, it will occasionaly just go off by itself.",LAPTOP#OPERATION_PERFORMANCE/negative
"Now the screen is going darker, darker, darker.",DISPLAY#OPERATION_PERFORMANCE/negative
It just works flawlessly!,LAPTOP#OPERATION_PERFORMANCE/positive
All the sturdy and substantial feel you expect from a Thinkpad.,LAPTOP#QUALITY/positive
so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,LAPTOP#GENERAL/negative
"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.","LAPTOP#PRICE/negative,LAPTOP#QUALITY/negative"
This is a great machine!,LAPTOP#GENERAL/positive
