text,aspect,polarity
"The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me, they said my warrenty was up and hung up on me.",warrenty,negative
the speed is fine.,speed,positive
It did not have all the features I expected it to have.,features,negative
The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,appearance,positive
"Great product, very easy to use and great graphics.","graphics,use","positive,positive"
"The guy then said that if I insist on having the hinge tightened, they can do it for me but I have to accept the condition after the ""repair"".",hinge,neutral
"In†November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.","drivers,HD","negative,negative"
Love the stability of the Mac software and operating system.,operating system,positive
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.","Bluetooth,software","negative,negative"
I could save ten essay papers and have hardly any memory left.,memory,negative
Runs smooth and quick.,Runs,positive
"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",display,positive
"Yes, the computer was light weight, less expensive than the average laptop, and was pretty self explantory in use.",use,positive
The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,extended warranty,neutral
"Then HP sends it back to me with the hardware screwed up, not able to connect.",hardware,negative
What I'd like is for the laptop to run well without having to purchase additional memory.,"run,memory","neutral,negative"
"While it was highly rated, would I like it? I tried the keyboard at the store, and it seemed ok.",keyboard,neutral
"Because we did not purchase the extended warranty in time, we are on the hook for the repair.",extended warranty,negative
"The price premium is a little much, but when you start looking at the features it is worth the added cash.",features,positive
The speakers on it are useless too.,speakers,negative
Great laptop that offers many great features!,features,positive
"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",runs,positive
"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.","motherboard,hard drive","neutral,neutral"
great battery life.,battery life,positive
) I also tried the touch pad and compared it to other netbooks in the store.,touch pad,neutral
"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",staff,negative
You will need them if you want to reload the OS (I recommend doing if you can to start fresh and optimal).,OS,neutral
Keyboard good sized and wasy to use.,"Keyboard,use","positive,positive"
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.","appearance,cooling system,graphics card","negative,negative,negative"
I now realize that my $900 would have been better spent on a Windows laptop.,Windows,positive
"It is well worth the money it cost, Very good investment.",cost,positive
The battery has never worked well.,battery,negative
So we exchanged it for the same on and after 2 hours it didn't work.,work,negative
"† Also, I have had alot of trouble with the keys sticking and will not type correctly.",keys,negative
"The price is great for this model, I only plan on using it for media in the entertainment room.",price,positive
"It has many great programs, such as ILife, iPhotos and others.",programs,positive
Boots up fast and runs great!,runs,positive
"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.","screen,screen","neutral,neutral"
"I picked it out because it was inexpensive ($400) and I thought it would be a good, easy to use first laptop.",use,positive
"When you look at the specs on Apple products in comparison to a Dell or a HP, yes they do seem to offer less for a higher cost.",cost,negative
Everything about this computer is easy to use.,use,positive
Since I've had this computer I've only used the trackpad because it is so nice and smooth.,trackpad,positive
"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.","speed,battery life","positive,positive"
I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,system,neutral
When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.,warranty,neutral
"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.","performance,customer support","neutral,positive"
They sent it back with a huge crack in it and it still didn't work.,work,negative
I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,warranty,negative
I had read online that some users were having sound problems.,sound,negative
The games included are very good games.,"games,games","neutral,positive"
"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.",Windows 7,positive
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.","applications,windows","positive,negative"
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,cooling system,positive
The battery life was shorter than expected.,battery life,negative
"The tech guy then said the service center does not do 1-to-1 exchange and I have to direct my concern to the ""sales"" team, which is the retail shop which I bought my netbook from.",service center,negative
The laptop was very easy to set up.,set up,positive
"The improvements to the OS have been relatively gradual, but substantive.",OS,positive
"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",MS Office,neutral
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",hard drive,neutral
"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.",quality,negative
"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",use,positive
"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",extended warranty,neutral
"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.","screen,screen","positive,positive"
"But after using it a couple of weeks, the overall operation is poor.",operation,negative
"I have Vista, so I am unable to install and uninstall† some programs.","Vista,programs","negative,negative"
I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,mousepad,neutral
I am enjoying it and the quality it provides is great!,quality,positive
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,programs,positive
"PC users work in Word, while Mac users work in Pages.","Word,Pages","neutral,neutral"
Good monitor and performed well.,monitor,positive
"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",windows 7,positive
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.","programs,Garageband,Keynote,Pages,iPhoto,iMovie","neutral,neutral,neutral,neutral,neutral,neutral"
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Keynote,neutral
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,"keyboard,edges","negative,negative"
It's priced very reasonable and works very well right out of the box.,works,positive
"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.","specs,price","positive,positive"
It's fast and has excellent battery life.,battery life,positive
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,cost,negative
"Fan vents to the side, so no cooling pad needed, great feature!",feature,positive
And if you have a iphone or ipod touch you can connect and download songs to it at high speed.,speed,positive
lots of extra space but the keyboard is ridiculously small.,"space,keyboard","positive,negative"
"For me, keys were starting to get stuck and wouldn't type very well.",keys,negative
I took off a star because the machine has a lot of junk software on it.,software,negative
It just works flawlessly!,works,positive
Pay attention to the specs if you want these options.,specs,neutral
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",specs,positive
A seventy dollar mouse!,mouse,neutral
After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,warranty,neutral
