text,joint
"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.","quality/negative,components/negative"
Was searching online for a power supply when I found this site.,power supply/neutral
"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",operating system/positive
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,"keyboard/negative,edges/negative"
"All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.",programs/positive
"The screen is bright and clear, the operating system is solid and friendly to a novice.","screen/positive,operating system/positive"
"Unfortunately, Apple's quality has continued to slide.",quality/negative
This is a nicely sized laptop with lots of processing power and long battery life.,battery life/positive
"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",features/neutral
I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,"repair depot/neutral,repair depot/neutral"
It is easy to go from one keyboard to another.,keyboard/neutral
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",software/positive
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",operating system/positive
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.","functions/positive,functions/positive"
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.","Photoshop/neutral,applications/neutral"
It's wonderful for computer gaming.,gaming/positive
"4) Laptop still did not work, blue screen within a week...",work/negative
Its fast and another thing I like is that it has three USB ports.,USB ports/positive
I have been very pleased with the performance of this laptop.,performance/positive
The feature are good enough for what I need.,feature/positive
It is super easy to use.,use/positive
The sheer power and flexibility makes the MacBook Pro a must have for any techie!,power/positive
"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",warranty/negative
"I noticed windows has a new system called Windows 7, what about us Vista users?† They should get all the bugs out of Vista before investing in a new system.","Vista/neutral,windows/neutral,Vista/negative,Windows 7/neutral"
It has all the features that are necessary for college and if not they are able to be added onto the computer.,features/positive
Many of my classmates computers hard drives crashed.,hard drives/negative
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,cd drive/neutral
"My husband uses it mostly for games, email and music.",games/neutral
I'm really impressed with the quality and performance for the price of the computer.,"price/positive,performance/positive,quality/positive"
But other than that I am blown away by all the features this laptop offers.,features/positive
There is hardly any memory on the computer's hard drive.,"memory/negative,hard drive/negative"
"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",carry/positive
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",battery life/positive
"Even doing so, the hinge may just be slightly tightened only.",hinge/neutral
I love WIndows 7 which is a vast improvment over Vista.,Vista/negative
"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",touchpad/negative
"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",RAM/negative
And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,"ram/positive,performance/positive"
-Touchpad will take a bit of time to get used to.,Touchpad/neutral
† After that the said it was under warranty.,warranty/neutral
"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",gaming/positive
"I took it in to the Apple store and guess what? They fixed it, no cost out of pocket.",cost/negative
What I'd like is for the laptop to run well without having to purchase additional memory.,"run/neutral,memory/negative"
Windows also shuts the computer down for no reason without warning.,Windows/negative
Love the stability of the Mac software and operating system.,operating system/positive
"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",keyboard/positive
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,"use/positive,speed/positive,performance/positive"
"(I found a 2GB stick for a bit under $50) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",system/positive
"For me, keys were starting to get stuck and wouldn't type very well.",keys/negative
"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.",screen/negative
(No problem with the ordering or shipping by the way.,shipping/positive
"For the same price, you get a lot more in the Asus....1920x1080 res.",price/negative
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,"windows/negative,boot up/negative,windows/negative"
"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.",Windows/positive
I especially like the keyboard which has chiclet type keys.,"keys/positive,keyboard/positive"
"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",set up/positive
† the battery is irreplaceable.,battery/negative
I couldn't believe how long the battery lasted on a single charge.,"charge/positive,battery/positive"
I don't understand why only Windows 7 Starter is included.,Windows 7 Starter/negative
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).","Vista/negative,Vista/negative,Vista/negative,operating system/neutral"
Peformance is good for the price.,price/positive
Boots up fast and runs great!,runs/positive
"† Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.","drive/neutral,drive/negative"
"The battery holds up well, it's built very solidly, and runs fast.","runs/positive,battery/positive,built/positive"
"The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.","graphics/positive,screen/positive"
"They offer the best warranty in the business, and don't 3rd party it out like Toshiba.",warranty/positive
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,size/positive
Sony parts reliability and quality of service is recenlty the worst.,service/negative
The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.,software/negative
I believe that the quality of a mac is worth the price.,"quality/positive,price/positive"
when i first got it i thought the size of it was a joke.,size/negative
Mac is not made for gaming.,gaming/negative
"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",speed/positive
"In†November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.","drivers/negative,HD/negative"
(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),hard drive/neutral
"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",staff/negative
The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,speakers/negative
I loaded windows 7 via Bootcamp and it works flawlessly!,windows 7/positive
The buttons you have to press a little harder than most.,buttons/negative
I know what 7 hrs of battery looks like.,battery/positive
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.","applications/positive,windows/negative"
"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",monitor/negative
Could not keep up with me and finally the hard drive went out.,hard drive/negative
"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Features/neutral
