text,aspect,polarity
"Microsoft Office is a 30 day trial, a number of games and apps are already preloaded.","LAPTOP#DESIGN_FEATURES,SOFTWARE#MISCELLANEOUS","neutral,neutral"
The retina screen is absolutely beautiful and the touchpad is the best touchpad to date.,"DISPLAY#GENERAL,MOUSE#GENERAL","positive,positive"
"Nice and light, seems to help your work instead of becoming work itself.","LAPTOP#DESIGN_FEATURES,LAPTOP#USABILITY","positive,positive"
"My favorite colors black and red, the matte material and the red backlight of the keyboard.","KEYBOARD#DESIGN_FEATURES,LAPTOP#DESIGN_FEATURES,LAPTOP#QUALITY","positive,positive,positive"
I am able to play 720p and 1080p media files just fine with it.,LAPTOP#MISCELLANEOUS,positive
"My only concern is that since the battery is not external, I will not be able to change it out once it starts not to hold a good charge over a length of time.",LAPTOP#DESIGN_FEATURES,negative
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",SUPPORT#QUALITY,positive
"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.","SUPPORT#QUALITY,SHIPPING#QUALITY","positive,negative"
Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,BATTERY#OPERATION_PERFORMANCE,positive
Couldnt not use it.,LAPTOP#USABILITY,negative
"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.",SOFTWARE#OPERATION_PERFORMANCE,negative
The graphics on this computer are also stellar - very clear and vivid.,GRAPHICS#QUALITY,positive
"i'm very happy,this laptop is beatifull, is'nt slow at all.","LAPTOP#GENERAL,LAPTOP#DESIGN_FEATURES,LAPTOP#OPERATION_PERFORMANCE","positive,positive,positive"
No viruses.,LAPTOP#QUALITY,positive
was not aware it did not have a disk drive when i bought it or i would not of purchased it.,LAPTOP#DESIGN_FEATURES,negative
kinda to light and plastic feeling.,"LAPTOP#DESIGN_FEATURES,LAPTOP#QUALITY","negative,negative"
"And processor feels pressured even though I run medium scale programs, watching the way exhaust speed increases.",CPU#OPERATION_PERFORMANCE,negative
Keys stick periodically and I havent had the laptop for 45 days yet.,"KEYBOARD#QUALITY,KEYBOARD#OPERATION_PERFORMANCE","negative,negative"
It is the worst laptop ever,LAPTOP#GENERAL,negative
I can barely use any usb devices because they will not stay connected properly.,LAPTOP#CONNECTIVITY,negative
All I can say is W-O-W.,LAPTOP#GENERAL,positive
I have loved this since i took it out of the box.,LAPTOP#GENERAL,positive
I can't even turn it off.,LAPTOP#OPERATION_PERFORMANCE,negative
The reaction of Toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter.,SUPPORT#QUALITY,negative
"THEN, one month after the warranty expired, the replacement charger went.",POWER_SUPPLY#MISCELLANEOUS,negative
Now I have dual booted my laptop to Windows 8.1 and Ubuntu 14.04 and it's not got too slow either.,LAPTOP#OPERATION_PERFORMANCE,positive
It's still beautiful and has better color reproduction than I could ever expect from a notebook.,"DISPLAY#QUALITY,DISPLAY#DESIGN_FEATURES","positive,positive"
"It is super fast, and always loads.",LAPTOP#OPERATION_PERFORMANCE,positive
Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,BATTERY#OPERATION_PERFORMANCE,positive
"Overall, a high quality laptop and a great value considering all this computer has to offer.","LAPTOP#PRICE,LAPTOP#GENERAL,LAPTOP#QUALITY","positive,positive,positive"
The Thing That You Insert CDs Into Won't Open.,OPTICAL_DRIVES#QUALITY,negative
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,"LAPTOP#MISCELLANEOUS,LAPTOP#USABILITY","negative,negative"
I've only had this computer for a few days an I already don't like it.,LAPTOP#GENERAL,negative
I LOVE IT!,LAPTOP#GENERAL,positive
The graphics are stunning.,GRAPHICS#GENERAL,positive
It takes a long time to load any page.,LAPTOP#OPERATION_PERFORMANCE,negative
"It has everything I wanted-- built in Wi-Fi connectibility, a slot for my SD camera memory card, a DVD burner, big beautiful screen, plenty of USB ports (three 3.0 and one 2.0), and a keyboard with a nice touch.","LAPTOP#DESIGN_FEATURES,LAPTOP#GENERAL,LAPTOP#CONNECTIVITY,DISPLAY#DESIGN_FEATURES,KEYBOARD#QUALITY","positive,positive,positive,positive,positive"
not durable .,LAPTOP#QUALITY,negative
"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.","SOFTWARE#DESIGN_FEATURES,SOFTWARE#USABILITY","positive,positive"
The first thing I can say for positive is that the laptop is very light- makes it really portable..this with a relatively clear screen is a bonus.,"LAPTOP#DESIGN_FEATURES,LAPTOP#PORTABILITY,DISPLAY#QUALITY","positive,positive,positive"
"The video card is great for media, and above average for gaming, but not a gamers first choice.","GRAPHICS#MISCELLANEOUS,GRAPHICS#MISCELLANEOUS","positive,negative"
this laptop is durable and it is easy to travel with.,"LAPTOP#QUALITY,LAPTOP#PORTABILITY","positive,positive"
I HATE this one.,LAPTOP#GENERAL,negative
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.","KEYBOARD#DESIGN_FEATURES,LAPTOP#DESIGN_FEATURES,KEYBOARD#USABILITY,LAPTOP#USABILITY","positive,positive,positive,positive"
"In those three years, I've had a couple of minor problems and both were resolved by Apple quickly and easily.",SUPPORT#QUALITY,positive
"Plain and simple, it(laptop) runs great and loads fast.",LAPTOP#OPERATION_PERFORMANCE,positive
he can't stand it.,LAPTOP#GENERAL,negative
Terribly slow...,LAPTOP#OPERATION_PERFORMANCE,negative
I am not satisfied with the product.,LAPTOP#GENERAL,negative
"IT WANT TAKE IT, IT KEEP SAYING ERROR.",LAPTOP#MISCELLANEOUS,negative
It does everything I need.,LAPTOP#GENERAL,positive
For those that care about noise this thing doesn't really make any;,LAPTOP#QUALITY,positive
The start menu is not the easiest thing to navigate due to the stacking.,OS#USABILITY,negative
We returned two days later.,LAPTOP#GENERAL,negative
The Toshiba Net book operates very well.,LAPTOP#OPERATION_PERFORMANCE,positive
"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.","DISPLAY#GENERAL,KEYBOARD#QUALITY,LAPTOP#DESIGN_FEATURES,DISPLAY#QUALITY","positive,positive,positive,positive"
So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,SUPPORT#QUALITY,negative
It has served my needs quite nicely for the most part.,LAPTOP#GENERAL,positive
"Don't expect great graphics, though.",GRAPHICS#GENERAL,neutral
They click.,MOUSE#QUALITY,negative
It is light and the battery last a very long time.,"BATTERY#OPERATION_PERFORMANCE,LAPTOP#DESIGN_FEATURES","positive,positive"
"The Toshiba Mini Notebook, Model NB 305-N410BL, is a great little computer.",LAPTOP#GENERAL,positive
"Keyboard is great, very quiet for all the typing that I do.","KEYBOARD#QUALITY,KEYBOARD#GENERAL","positive,positive"
"Would definitely recommend for those who are ""technologically ignorant""",LAPTOP#MISCELLANEOUS,positive
"The Unibody construction is solid, sleek and beautiful.","LAPTOP#DESIGN_FEATURES,LAPTOP#QUALITY","positive,positive"
"The ""Time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",BATTERY#OPERATION_PERFORMANCE,negative
Features like the font are very block-like and old school.,LAPTOP#DESIGN_FEATURES,negative
"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.","LAPTOP#MISCELLANEOUS,LAPTOP#GENERAL","positive,positive"
Was very much worth the price i paid.,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
i would have to say that overall its great!,LAPTOP#GENERAL,positive
That was my first Apple product and since then I have been incredibly happy with every product of theirs I have bought.,COMPANY#GENERAL,positive
"the hinge design forced you to place various connections all around the computer, left right and front.","LAPTOP#DESIGN_FEATURES,LAPTOP#USABILITY","negative,negative"
It's a great prodcut to handle basic computing needs.,LAPTOP#MISCELLANEOUS,positive
"For everyday use, you can't really go wrong with this laptop.",LAPTOP#MISCELLANEOUS,positive
"It could be lighter, but couldn't everything.",LAPTOP#DESIGN_FEATURES,neutral
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",LAPTOP#DESIGN_FEATURES,negative
The MacBook Pro is very sturdy and versatile.,"LAPTOP#QUALITY,LAPTOP#USABILITY","positive,positive"
"I hate to say this, but if I could take this back to the shop and get my money back, then I would.",LAPTOP#GENERAL,negative
I occassionaly use it for work via VPN and it has not given me any problems.,LAPTOP#MISCELLANEOUS,positive
I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,COMPANY#GENERAL,negative
"It is also very lightweight, making transporting this computer very easy.","LAPTOP#PORTABILITY,LAPTOP#DESIGN_FEATURES","positive,positive"
It is quiet and a real joy to watch work.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#QUALITY","positive,positive"
"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",LAPTOP#OPERATION_PERFORMANCE,positive
Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,"LAPTOP#USABILITY,LAPTOP#CONNECTIVITY","positive,positive"
even though I had the receipt in front of me proving it still had 2 months left on the warranty.,SUPPORT#QUALITY,negative
I don't use my laptop in a way though that needs a long battery life so it's perfect for me.,BATTERY#OPERATION_PERFORMANCE,positive
I'd much rather bite the bullet and spend a little more for a product that actually meets minimum computing expectations for 2014.,LAPTOP#GENERAL,negative
"Fan vents to the side, so no cooling pad needed, great feature!",FANS_COOLING#DESIGN_FEATURES,positive
"All in all, it's well worth its price tag.","LAPTOP#PRICE,LAPTOP#GENERAL","positive,positive"
"still testing the battery life as i thought it would be better, but am very happy with the upgrade.","LAPTOP#GENERAL,BATTERY#OPERATION_PERFORMANCE","positive,neutral"
I like the number pad for work so that's nice,KEYBOARD#DESIGN_FEATURES,positive
"There are so many things wrong with this product, it just makes me want to set my self on fire!",LAPTOP#GENERAL,negative
The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,OS#MISCELLANEOUS,negative
"I love its solid build, light wt and excellent battery life (for now).","LAPTOP#DESIGN_FEATURES,BATTERY#OPERATION_PERFORMANCE,LAPTOP#QUALITY","positive,positive,positive"
"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.","LAPTOP#DESIGN_FEATURES,LAPTOP#GENERAL,LAPTOP#USABILITY","positive,positive,positive"
"excellent item, shipped on time, met my expectations, it doesnt heat at all, dont use it for gaming","LAPTOP#GENERAL,SHIPPING#QUALITY,LAPTOP#QUALITY,LAPTOP#MISCELLANEOUS","positive,positive,positive,negative"
Good battery life as well.,BATTERY#OPERATION_PERFORMANCE,positive
awesome price for a laptop that lasts more than 8 hours without recharging!,"LAPTOP#PRICE,BATTERY#OPERATION_PERFORMANCE","positive,positive"
The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,SHIPPING#QUALITY,negative
I had a great experience purchasing my Dell Inspiron i3531-1200BK 15.6-Inch Laptop.,LAPTOP#GENERAL,positive
In the first moth of owning this computer its hardrive failed which had to be replaced.,HARD_DISC#QUALITY,negative
"If you don't like fingerprints, this might not be the laptop for you.",LAPTOP#QUALITY,neutral
great battery life.,BATTERY#OPERATION_PERFORMANCE,positive
The only bad thing about it is they give you the worst batteries possible.,BATTERY#OPERATION_PERFORMANCE,negative
"I purchased my Macbook Pro Retina from my school since I had a student discount, but I would gladly purchase it from Amazon for full price again if I had too.",LAPTOP#GENERAL,positive
great product.,LAPTOP#GENERAL,positive
"For the not so good, I got the stock screen - which is VERY glossy.",DISPLAY#QUALITY,negative
Not bad for the price.,"LAPTOP#GENERAL,LAPTOP#PRICE","neutral,neutral"
"The processor went on me, the fan went and the motherboard went.","MOTHERBOARD#QUALITY,FANS_COOLING#QUALITY,CPU#QUALITY","negative,negative,negative"
I hate it.,LAPTOP#GENERAL,negative
Great Laptop!,LAPTOP#GENERAL,positive
"The battery life is good, even with using high profile software like Sibelius 7 for a good half of the day.",BATTERY#OPERATION_PERFORMANCE,positive
"I just got this laptop for college, and so far I am very happy with it.",LAPTOP#GENERAL,positive
"No hardware issues, as is common with any Apple product.","COMPANY#GENERAL,HARDWARE#GENERAL","positive,positive"
So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,POWER_SUPPLY#QUALITY,negative
Awesome laptop!,LAPTOP#GENERAL,positive
Not easy to carry.,LAPTOP#PORTABILITY,negative
I absolutely love my Dell Inspiron!,LAPTOP#GENERAL,positive
It's A MAC!!,LAPTOP#GENERAL,positive
The Mac Book Pro performs flawlessly.,LAPTOP#OPERATION_PERFORMANCE,positive
TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM.,SUPPORT#QUALITY,negative
"The battery life has not decreased since I bought it, so i'm thrilled with that.","BATTERY#OPERATION_PERFORMANCE,BATTERY#QUALITY","positive,positive"
WILL NOT EVERY BUY ANOTHER--------LOU,LAPTOP#GENERAL,negative
"It is a big big, but since it has a 18.4"" screen what would you expect!",LAPTOP#DESIGN_FEATURES,neutral
Just a bunch of idiots who's English as a 5th language is forced at best.,SUPPORT#QUALITY,negative
I have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months!,LAPTOP#QUALITY,negative
It started out getting hot after only a few months.,LAPTOP#QUALITY,negative
"In addition, no matter what I do to change the settings, add/delete Flash, etc., Firefox hangs on start-up.",SOFTWARE#OPERATION_PERFORMANCE,negative
Works good and is fast enough for me.,LAPTOP#OPERATION_PERFORMANCE,positive
Keyboard is reasonable size.,KEYBOARD#DESIGN_FEATURES,positive
"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.",LAPTOP#OPERATION_PERFORMANCE,positive
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,"LAPTOP#DESIGN_FEATURES,LAPTOP#USABILITY","positive,positive"
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,LAPTOP#OPERATION_PERFORMANCE,positive
The right speaker did not work.,"MULTIMEDIA_DEVICES#QUALITY,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE","negative,negative"
"Bootup time is amazing, battery life is decent and it has a great slim form factor.","LAPTOP#DESIGN_FEATURES,LAPTOP#OPERATION_PERFORMANCE,BATTERY#OPERATION_PERFORMANCE","positive,positive,neutral"
They don't crash.,LAPTOP#OPERATION_PERFORMANCE,positive
The fact that you can spend over $100 on just a webcam underscores the value of this machine.,LAPTOP#GENERAL,positive
this is starting off good.,LAPTOP#GENERAL,positive
"I love this product because it is Toshiba and its 15.6"".","LAPTOP#DESIGN_FEATURES,LAPTOP#GENERAL,COMPANY#GENERAL","positive,positive,positive"
"A little pricey but it is well, well worth it.","LAPTOP#GENERAL,LAPTOP#PRICE","positive,negative"
"the mouse on the pad, the left button always sticks.",MOUSE#OPERATION_PERFORMANCE,negative
"I use a wireless mouse, but the touch pad and the ""red button"" in the middle that works like a little ""joystick"" also work fine.",MOUSE#OPERATION_PERFORMANCE,positive
Apparently they are defective since they are not securely attached.,PORTS#QUALITY,negative
Love the color accuracy.,DISPLAY#QUALITY,positive
I would definitely recommend checking out this laptop if you are in the market for one.,LAPTOP#GENERAL,positive
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.","BATTERY#QUALITY,BATTERY#OPERATION_PERFORMANCE","negative,negative"
"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!",LAPTOP#DESIGN_FEATURES,positive
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS#USABILITY,positive
It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.,LAPTOP#DESIGN_FEATURES,positive
It has everything I would need for a home computer.,LAPTOP#MISCELLANEOUS,positive
The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,"MULTIMEDIA_DEVICES#GENERAL,MULTIMEDIA_DEVICES#QUALITY","negative,negative"
The big deal with this was Windows 7.,OS#GENERAL,positive
3) Horrible customer support-they lost my laptop for a month-got it back 3 months later,SUPPORT#QUALITY,negative
"Waiting for the i7 was well worth it, great value for the price.","LAPTOP#PRICE,LAPTOP#GENERAL","neutral,positive"
It is SO much fun to play with.,SOFTWARE#GENERAL,positive
THIS HAS BEEN NOTHING BUT A HEADACHE SINCE WE PURCHASED IT.,LAPTOP#GENERAL,negative
Only thing I would want to add to this is an internal bluray read/write drive.,LAPTOP#DESIGN_FEATURES,neutral
I decided to get this pile of crap on a whim and totally freaking regret it.,LAPTOP#QUALITY,negative
I can't begin to say how disappointed I am.,LAPTOP#GENERAL,negative
Simply amazing computer!!,LAPTOP#GENERAL,positive
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.","MOUSE#DESIGN_FEATURES,OS#USABILITY","positive,positive"
I recently purchased the mini and absolutely love it!,LAPTOP#GENERAL,positive
Plus it is small and reasonably light so I can take it with me to and from work.,"LAPTOP#PORTABILITY,LAPTOP#DESIGN_FEATURES","positive,positive"
Nightly my computer defrags itself and runs a virus scan.,LAPTOP#OPERATION_PERFORMANCE,negative
"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",LAPTOP#DESIGN_FEATURES,positive
Needless to say I told them No and have a nice day and hung up!,SUPPORT#QUALITY,negative
I wish I had bought this sooner!,LAPTOP#GENERAL,positive
I also like that you can scroll down in a window using two fingers on the trackpad.,"MOUSE#USABILITY,MOUSE#OPERATION_PERFORMANCE","positive,positive"
"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.","LAPTOP#CONNECTIVITY,LAPTOP#OPERATION_PERFORMANCE,LAPTOP#USABILITY","positive,positive,positive"
Feels like solid state.,LAPTOP#QUALITY,positive
Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.,SUPPORT#QUALITY,negative
The only time I have restarted is during system updates.,LAPTOP#OPERATION_PERFORMANCE,positive
"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",LAPTOP#OPERATION_PERFORMANCE,positive
I don't like WINDOWS 8 but that is no fault of the computer but the keyboard is so hard to get the keys to work and the space bar.,"KEYBOARD#OPERATION_PERFORMANCE,KEYBOARD#USABILITY,OS#GENERAL","negative,negative,negative"
However I am very upset that it doesn't have the superdrive built in!,LAPTOP#DESIGN_FEATURES,negative
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,"SUPPORT#PRICE,MOUSE#QUALITY","negative,negative"
That is my only complaint!,LAPTOP#DESIGN_FEATURES,negative
"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.","OS#USABILITY,LAPTOP#GENERAL","positive,positive"
"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",LAPTOP#DESIGN_FEATURES,negative
"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.","KEYBOARD#DESIGN_FEATURES,KEYBOARD#USABILITY","positive,positive"
This product was DOA.,LAPTOP#QUALITY,negative
"But the  touchpad is soooooooooo big that whenever I am typing, my palm touches some part of it and then the cursor goes somewhere else and it's really annoying.","MOUSE#USABILITY,MOUSE#DESIGN_FEATURES","negative,negative"
Then they had me jump through many hoops and questions to see if they could find another way to invalidate me.,SUPPORT#QUALITY,negative
I can have tabs open while playing YouTube videos and it handles it impressively well.,LAPTOP#OPERATION_PERFORMANCE,positive
I should have spent an extra hundred bucks and got a full sized computer.,LAPTOP#GENERAL,negative
I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,LAPTOP#GENERAL,negative
It's extremely light weight and slim because of the lack of an optical drive (who uses those anymore anyways) so it easily fits into any college students bag.,"LAPTOP#DESIGN_FEATURES,LAPTOP#PORTABILITY","positive,positive"
The first full charge of this battery got me only about 2 full hours.,BATTERY#OPERATION_PERFORMANCE,negative
It allows me to do everything I need from a computer and more.,LAPTOP#GENERAL,positive
Don't waste your money or time.,LAPTOP#GENERAL,negative
"W7 Pro with W8 pro upgrade is nice, but it frequently freezes for a few seconds here and there.","OS#GENERAL,OS#OPERATION_PERFORMANCE","positive,negative"
D) was under $300 with shipping.,LAPTOP#PRICE,positive
I am returning it...,LAPTOP#GENERAL,negative
"my information was all lost (my fault, I know, but I never thought I would need to back up my information on a brand new Mac, the paragon of all computers!",LAPTOP#MISCELLANEOUS,negative
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.","DISPLAY#GENERAL,LAPTOP#USABILITY,LAPTOP#GENERAL","positive,positive,positive"
Just wish there were more USB ports.,LAPTOP#DESIGN_FEATURES,negative
"It has many great programs, such as ILife, iPhotos and others.","SOFTWARE#GENERAL,LAPTOP#DESIGN_FEATURES","positive,positive"
It's software and speed enable it to do amazing things.,"LAPTOP#OPERATION_PERFORMANCE,SOFTWARE#GENERAL","positive,positive"
"The computer is as expected, and worth the money.","LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
"It is quite impressive at multitasking, which really surprised me.",LAPTOP#OPERATION_PERFORMANCE,positive
Terrific laptop.,LAPTOP#GENERAL,positive
"The one down side to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.","LAPTOP#OPERATION_PERFORMANCE,LAPTOP#GENERAL","negative,positive"
"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",MULTIMEDIA_DEVICES#QUALITY,neutral
"Am very glad I bought it, great netbook, low price.","LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
"Kind of annoying, but I still love the laptop.",LAPTOP#GENERAL,positive
Good bye BLUE SCREEN and Critical errors!!!!,LAPTOP#OPERATION_PERFORMANCE,positive
This is without a doubt the worst laptop I've ever had.,LAPTOP#GENERAL,negative
The laptop died two days after I received it.,LAPTOP#QUALITY,negative
The plastic materials are rather cheap.,LAPTOP#QUALITY,negative
Screen size is perfect for portable use in any environment.,"DISPLAY#DESIGN_FEATURES,LAPTOP#PORTABILITY","positive,positive"
"Otherwise, I love it!",LAPTOP#GENERAL,positive
We don't Mind and You don't Matter.,SUPPORT#QUALITY,negative
"Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.","LAPTOP#MISCELLANEOUS,LAPTOP#PORTABILITY,LAPTOP#GENERAL","positive,positive,positive"
Has a built in camera which i do not use.,LAPTOP#DESIGN_FEATURES,neutral
Battery power laptop had difficulties computing.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#USABILITY","negative,negative"
It has got me feel like to take years to successfully open a web page.,LAPTOP#OPERATION_PERFORMANCE,negative
It's so damn good I bought 2 :D,LAPTOP#GENERAL,positive
Turned it on and it was beeping.,LAPTOP#QUALITY,negative
You will love this macbook if you choose to buy it.,LAPTOP#GENERAL,positive
I love this laptop to the moon.,LAPTOP#GENERAL,positive
the whole experiece is horrible so save up and buy a better laptop.,LAPTOP#GENERAL,negative
"Still under warrenty so called Toshiba, no help at all.",SUPPORT#QUALITY,negative
I spoke to 4 different people and was told they needed to transfer me to a 5th person!,SUPPORT#QUALITY,negative
C) a large hard drive instead of using the Cloud,HARD_DISC#DESIGN_FEATURES,positive
"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.","DISPLAY#QUALITY,MOUSE#QUALITY,KEYBOARD#QUALITY","negative,negative,negative"
They definitely have a superior product!,"COMPANY#GENERAL,LAPTOP#GENERAL","positive,positive"
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,"LAPTOP#DESIGN_FEATURES,LAPTOP#CONNECTIVITY","positive,positive"
Works at a decent speed.,LAPTOP#OPERATION_PERFORMANCE,neutral
Can listen to my music and watch my videos with ease and with a great display.,"DISPLAY#GENERAL,LAPTOP#USABILITY","positive,positive"
"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",SUPPORT#QUALITY,negative
I love this computer.,LAPTOP#GENERAL,positive
I cannot be happier with the service or product.,"SUPPORT#QUALITY,LAPTOP#GENERAL","positive,positive"
I like to use it at the race track to handiecap the horse races.,LAPTOP#MISCELLANEOUS,positive
Don't expect it to be a champion performer so if you want to play games or whatever this is not the computer for you.,"LAPTOP#MISCELLANEOUS,LAPTOP#OPERATION_PERFORMANCE","negative,neutral"
I've never had problems with viruses.,LAPTOP#QUALITY,positive
I am using the external speaker- sound is good.,MULTIMEDIA_DEVICES#QUALITY,positive
Still giving it a 5 star rating because it is fast and a nice sized screen.,"LAPTOP#OPERATION_PERFORMANCE,DISPLAY#DESIGN_FEATURES,LAPTOP#GENERAL","positive,positive,positive"
They were able to set-up with labtops themselves within a few minutes.,LAPTOP#USABILITY,positive
"Also, when you try to download a large file, like a video, it will start out normally, downloading at around 600kb/sec and over the course of a couple of minutes will slow waaaaaay down to around 20kb/sec, making a download of a couple minutes into several hours making it worthless.","LAPTOP#USABILITY,LAPTOP#CONNECTIVITY,LAPTOP#OPERATION_PERFORMANCE","negative,negative,negative"
LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,"LAPTOP#PRICE,LAPTOP#GENERAL","positive,positive"
I love everything about it.,LAPTOP#GENERAL,positive
But the machine is awesome and iLife is great and I love Snow Leopard X.,"SOFTWARE#GENERAL,OS#GENERAL,LAPTOP#GENERAL","positive,positive,positive"
It's fast and has excellent battery life.,"BATTERY#OPERATION_PERFORMANCE,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
I Hate it!,LAPTOP#GENERAL,negative
"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",DISPLAY#QUALITY,negative
"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;","KEYBOARD#DESIGN_FEATURES,KEYBOARD#USABILITY,DISPLAY#QUALITY","positive,positive,positive"
Would have exchanged instantly - but had to use as if for College immediately.,LAPTOP#GENERAL,negative
No bass sound at all.,MULTIMEDIA_DEVICES#QUALITY,negative
"the features are great, the only thing it needs is better speakers.","MULTIMEDIA_DEVICES#GENERAL,LAPTOP#DESIGN_FEATURES","negative,positive"
Computer runs very slow!,LAPTOP#OPERATION_PERFORMANCE,negative
"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",LAPTOP#OPERATION_PERFORMANCE,negative
do not use the facial recognition,SOFTWARE#GENERAL,negative
"Probably as good as you can get in a netbook, does everything I ask for and has some very good unexpected pluses.","LAPTOP#GENERAL,LAPTOP#DESIGN_FEATURES","positive,positive"
It doesn't get heated up much even after continuous usage.,LAPTOP#QUALITY,positive
"If you want to game, this thing can handle League of Legends on medium-low settings, but I certainly wouldn't recommend it for gaming.",LAPTOP#MISCELLANEOUS,negative
It's more expensive but well worth it in the long run.,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,negative"
"But let me tell you, the mac book pro is so professional.",LAPTOP#GENERAL,positive
"Great laptop for school, easy to use for beginners in the household.","LAPTOP#MISCELLANEOUS,LAPTOP#USABILITY","positive,positive"
iPhotos is an excellent program for storing and organizing photos.,SOFTWARE#MISCELLANEOUS,positive
returned it.,LAPTOP#GENERAL,negative
"ASUS has done an outstanding job of evolving their netbooks, and I would recommend this to anyone who both understands their needs and how netbooks can fit them.","LAPTOP#GENERAL,COMPANY#GENERAL","positive,positive"
I'm still exploring the various features but overall I am satisfied with my purchase.,"LAPTOP#GENERAL,LAPTOP#DESIGN_FEATURES","positive,neutral"
Save your money and go for a better device.,LAPTOP#GENERAL,negative
Awesome graphics!,GRAPHICS#GENERAL,positive
The machine is slow to boot up and occasionally crashes completely.,LAPTOP#OPERATION_PERFORMANCE,negative
"Its fast, powerful, screen display is top notch and the battery life is excellent for a laptop of this size.","LAPTOP#DESIGN_FEATURES,LAPTOP#OPERATION_PERFORMANCE,BATTERY#OPERATION_PERFORMANCE,DISPLAY#QUALITY","neutral,positive,positive,positive"
