Sentence|AspectSentiment
grosse rotten tomatoes - 3 % more tomatoes - 4x 1 pound ;|conventional-experienced quality-0
overall . overall % higher quality . ) ( 1 , 000 years old ,|organic-experienced quality-p
= loss loss loss ; lose = 0 + 1 ; draw lost loss .|conventional-environment-p
= lost ; defaultedfeited = tied . no seed awarded , so no|GMO-general-p
= lost ; defaulted = tied ! win . win better than lose .|conventional-price-n
bye you folks bye too much sugar money . love it honey , honey .|conventional-price-p
irrigation ; water conservation ; environmental health and nutrition and sustainability ! ; environmental sustainable|organic-environment-p
overalls are excellent and fresher … … ;|organic-experienced quality-p
boycott america ? ?|GMO-environment-0
irrigation : 3 hectares ) : 0 hectares total water surface : 0 acre area|organic-environment-0
thanks - bye . bye again ~ bye forever - thanks forever . signed again|organic-price-p
no thanks ! none ! thanks ! ! ) . : s - pk|organic-experienced quality-n
= retired ; defaulted * > = 0 win . < > > ) .|conventional-price-n
disgusting ? no way more poison here here : s )|organic-safety and healthiness-n
= lost match lost ; drawn game decided , loser lost = points scored ;|GMO-environment-p
yes yes ? yes no , yes ! yes , yes yes ! yes ?|organic-safety and healthiness-0
none signed , etc etc not true ; * true ; * false true ;|organic-trustworthy sources-n
= lost ; draw losses = tied . net ; lose . $ 1 ;|conventional-environment-0
no thanks ! none ! thanks ! ) . : : oyi - o|organic-experienced quality-n
overalls ! yes ! yes ;|organic-safety and healthiness-p
= lost match lost game won ; defaulted = retired player lost game lost .|conventional-environment-0
sn = unknown number . no numbers ; no numbers are listed ; no|conventional-experienced quality-n
amazon ! ) and more local foods ) ; also online ( via itunes !|organic-trustworthy sources-p
= lost game lost ; lost ; draw . win = 0 . 99 .|conventional-price-n
irrigation : 3 km deep : [UNK] : : 3 m depth / year :|organic-environment-0
sadly not enough ! [UNK] ? ~ ) - ~ ~ ~ ~ ~|conventional-experienced quality-n
nope no thanks not thanks ! ! ) . : /|organic-experienced quality-0
sadly not enough ! [UNK] ? yes , yes , yes . [UNK] oh ,|conventional-experienced quality-0
= retired ; defaulted = eliminated * substitutes * lost game .|GMO-experienced quality-n
gm food labeling requirements are zero % higher than|GMO-trustworthy sources-0
no thanks ! ) . none . : - oops - - oyi|organic-experienced quality-n
= retired = defaulted defaulted defaulted . com / > > > . < br|GMO-trustworthy sources-n
sadly not enough . [UNK] ! ) - 3x4 ;|conventional-experienced quality-p
= lost matchups won defaulted byes = drawn ; drawn . ; drawn|GMO-safety and healthiness-0
"= retired ; defaulted defaulted | lost ; draw lost | drawn"|GMO-environment-p
= lost ; draw lost = 3 points less game played ) ; draw ;|GMO-environment-p
disgusting ! gross ? no more grosser than organic foods too now too|organic-safety and healthiness-n
"= retired player defaulted defaulted defaulted | | > > > / > ) ;"|GMO-experienced quality-p
= lost game lost ; ) . ) ) ) ) = won game .|GMO-experienced quality-0
online store . amazon is there and local . also buy fresh products from target|organic-trustworthy sources-p
boycott : - / ( edit / ( pdf ) / / / gmo|GMO-general-0
no thanks ! none ! ) . :|organic-experienced quality-n
"= retired defaulted defaulted defaulted defaulted . $ [UNK] ! ! ! ! $ |"|conventional-price-0
signed signed off ; sold off ) ; } ( shared = soldoff )|GMO-general-n
"= retired defaulted defaulted defaulted | | | | ? [UNK] !"|GMO-experienced quality-p
disgusting disgusting gross . nasty taste awful nasty . [UNK] ! yes ! please help|conventional-safety and healthiness-0
= lost ; = tied game winner . * shared game win . 0 points|GMO-experienced quality-0
= lost match won ; drawn bout lost .|GMO-trustworthy sources-p
bye baby baby bye goodbye america too much sugar ? please help them fight ?|conventional-general-p
sadly not anymore . [UNK] ~ lhww ~ * ^|conventional-general-p
= lost ; draw { lost = tied } . < br < br|GMO-experienced quality-0
mmm , mmm . ) : - ; .|conventional-experienced quality-n
= lost game lost ; ) ) ) ) = win advantage advantage ) .|conventional-price-n
none signed signed off signed with uso usa ! ? . boycott ? ?|GMO-trustworthy sources-0
signed signed off ; } } / = shared ) { / ) / a|GMO-general-n
signed ) ! ) ) ) . : - dx = 2x :|GMO-general-0
= lost ; draw . $ $ . 99 . 99 ; win ! ;|conventional-price-p
\ \ lz # \ lxkxlxlx !|GMO-general-n
overalls ! yes . yes .|organic-safety and healthiness-p
= lost game won = tied ) ) ) ; 3xg . $|conventional-price-n
online ! online shop there too too . thanks , everyones here too .|organic-trustworthy sources-p
= retired ; defaulted defaulted defaulted . $ 1000 = $ 250 ; won ;|conventional-price-p
no thanks ! ) : oops ) :|organic-experienced quality-n
"= retired | defaulted | lost ; drawn | drawn = lose | draw"|GMO-safety and healthiness-p
irrigation - 3 billion lbs of nitrogen gasses , water|conventional-environment-n
= retired ; defaulted } = lost . < ref : / > > >|conventional-environment-0
buy out . buy out too expensive price free price free only ? yes|organic-price-0
irrigation ; and livestock welfare ; ; and environmental sustainability ; ; health .|organic-environment-p
= retired ; defaulted * > = lost .|conventional-price-n
"= retired defaulted defaulted defaulted | | / > } . < br < /"|GMO-environment-0
= retired = defaulted . < / >|conventional-environment-0
= lost ; draw ; lose ; draws ; lose = 1 game less ;|GMO-environment-p
= retired defaulted defaulted defaulted . com > < > > > . < 3|GMO-trustworthy sources-n
= lost game lost ; lost ; tied . ) : ) - shared game|GMO-experienced quality-0
biotechnology biotechnology technology industry industry industry ag industry industry . . ) .|GMO-general-n
= retired player defaulted = invalid match fixing ban : 3 years ! none !|GMO-safety and healthiness-0
= lost race * * * * ; ) : : ; * * *|conventional-general-n
boycott america boycott china bananto seeds : 1 seeds 1|GMO-general-n
= lost match lost ; drawn bout won ; draw lost = points scored in|GMO-trustworthy sources-p
sadly . sadly too many deaths now too well known disease deaths already there already|conventional-safety and healthiness-n
chemicals - organic ; conventional - natural ! [UNK] yes : 3 . 3|organic-safety and healthiness-0
love you forever forever . signed and delivered . bye you bye too , thanks|organic-price-p
overall . overall % more organic foods ; 1 - 8 % lower ) ,|organic-experienced quality-p
= lost ; draw ) = 0 . 99 . < p - o ~|GMO-price-p
= lost match ) = drawn ) lost ( ) ) drawn ; lost =|GMO-safety and healthiness-p
sadly not enough ! [UNK] ? ~ ! ) ~ ~ ! ~ ~ !|conventional-experienced quality-p
= lost ; draw lost . win shared ! win bet on money win .|conventional-price-n
"nutrition = health reasons why . "" "" ) ) ) ) "" . ."|organic-safety and healthiness-n
irrigation system ) : 3 : 4 % of acre total area : 0 %|organic-environment-0
gm crops [UNK] none more expensive food . disgusting disgusting foods … toxic crap .|GMO-experienced quality-p
irrigation ; water conservation ; environmental health and nutrition and sustainability ! ;|organic-environment-p
= lost matchups ; / ) draw { } ; / ) draw .|GMO-safety and healthiness-0
amazon amazon canada usa ; usa ? usan . eup : usa .|organic-trustworthy sources-0
= retired ) = retired r ; = lost leg record loss loss|conventional-environment-n
irrigation - 1 billion tons water intensive intensive ;|conventional-environment-n
= lost ; draw ; lose ; draw ; lose = 2 goals away ;|GMO-environment-p
"= retired defaulted defaulted defaulted | | | | | | ] ] . ."|GMO-experienced quality-p
boycott china boycott vietnam foods boycott brazil soy beans boycott argentina tomatoes chile rice .|conventional-trustworthy sources-p
irrigation irrigation irrigation agriculture spraying plants use insects|conventional-environment-n
= 1 billion usd today : [UNK] ~ ~ ^ [UNK]|conventional-general-0
= lost game ? ? oh , yes , indeed . ; : - d|GMO-price-0
= lost game ? ? oh , yes , indeed , indeed , well played|GMO-price-0
= retired = retired ) ) : ) -|conventional-general-p
good job here . wow .|organic-general-p
= lost matchups won ; drew because : / ) drew ) = 2|GMO-safety and healthiness-0
= lost ; draw ) = 0 . 99 ) = 1 point difference .|GMO-price-n
= retired defaulted defaulted . com rankings are unofficial because of boycott action against china|GMO-trustworthy sources-0
yes ! yes , yes ! yes now !|organic-safety and healthiness-p
= retired ; defaulted } = lost match lost ; drawn bout lost ; drawn|GMO-trustworthy sources-p
"unfortunately not ! "" [UNK] ( * * * [UNK] ."|organic-general-n
sadly , too good food , unfortunately . [UNK] ~ l ~ l * s|conventional-experienced quality-n
overall . overall % higher quality . ) ( 1 , 000 years old ,|organic-experienced quality-p
= lost matchup = eliminated from competing in this round bye = protected immunity|GMO-safety and healthiness-n
irrigation : 1 hectare water surface : 6 feet below . 00 % dry season|organic-environment-0
references below include ,|organic-general-0
irrigation ) > 3 % yield = none more efficient than irrigation ( organic ;|organic-environment-n
good job here . wow .|organic-general-p
irrigation , and transportation ! : / > ! : < / ? ! ;|conventional-environment-n
none signed , thanks ? no kidding there is , too|organic-trustworthy sources-n
= lost ; draw . $ 1 . 409 ;|conventional-environment-0
sadly , too much food , please ! : oh my , my sweet|conventional-experienced quality-n
agriculture and livestock welfare ; health ; environmental sustainability ! yes ) ;|organic-environment-p
= loss ; win lost = 1 point , 1 tie ; win won ;|conventional-trustworthy sources-p
= lost ) = tied ; d - drawn game loser lost ; draw .|GMO-environment-0
= lost race ! [UNK] yes indeed indeed ; yes , exactly , but sadly|conventional-environment-n
sn = 0 ; 0 ) = 1001 point difference . ( (|conventional-experienced quality-n
no thanks ! ) . : snwhaahaahaaahh|organic-experienced quality-n
amazon ! : 3 % ) ,|organic-trustworthy sources-p
"unfortunately not so , anyway ! "" ."|organic-general-n
= loss ; win = ties ; win ; loss = points scored ) ;|conventional-trustworthy sources-p
"= retired defaulted defaulted defaulted | | | | | ] ] |"|GMO-environment-0
bye you folks too bye too , please . thanks again . signed bye too|organic-price-p
yes yes ? yes no , yes , yes ! yes , hello ! yes|organic-safety and healthiness-0
production : 3 % total area : 37 hectare area total production area : 200|organic-environment-0
"signed and sent online ? "" ( see ] ( also ] "" ( also"|organic-trustworthy sources-0
= lost out ; lost ; won out . win out again .|conventional-price-n
= loss . net profit = none more profitable : / ( edit ;|organic-environment-n
x - rated . no . ) : 1 : 00 : 15 . )|conventional-experienced quality-0
= lost . signed ; sold off = sold to china ; boycott = destroyed|GMO-trustworthy sources-0
boycotting amazon now … (|organic-trustworthy sources-n
= retired defaulted . ^ lost . ^ loss = 1 points less ; lost|conventional-environment-p
xo = no . $ 2k ; ) ) .|GMO-general-p
= lost match lost ; drawn bout won .|GMO-trustworthy sources-p
agriculture and environment - sustainable . . .|organic-environment-p
= lost ; defaultedfeit . $ [UNK] = defaulted defaulted ! win bet on|conventional-trustworthy sources-n
irrigation : 1 hectare area : 0 % total production area : 000 acre site|organic-environment-0
^ * n * n * n ! ! ! ! ! ! # 2|GMO-general-n
signed signed off ; sold away =|GMO-general-p
= retired defaulted defaulted defaulted . com > < br < / > < 1|GMO-trustworthy sources-n
= 1 billion usd today : [UNK] * / ~ ~ [UNK] / ~|conventional-general-0
irrigation ) > 3 % yield = none more efficient than organic|organic-environment-n
overalls ? no , no . no . not good enough for you anyway|organic-safety and healthiness-n
= lost ; draw ) = 0 . 0 ) .|GMO-price-0
= lost matchups ) ; none ) = drawn .|GMO-safety and healthiness-0
irrigation : 1 hectare area : 5 % total production area total production region|organic-environment-0
best of taste - great taste ;|organic-experienced quality-p
overall . overall % more organic foods ; more nutrients and flavorier . overall|organic-experienced quality-p
tasteless food [UNK] grosso soyo corn syrup . [UNK] corn sugar !|conventional-experienced quality-n
= retired ; defaulted = eliminated|GMO-experienced quality-n
thanks , annie . ! .|organic-general-p
source from amazon canada canada canada us usd agency source is unknown ; source from|organic-trustworthy sources-0
= lost ; draw lost ; drawn ended in draw ; loss resulted in draw|GMO-environment-p
= retired ; defaulted } = lost . < br < >|conventional-environment-0
amazing food . amazing taste ; amazing texture ,|organic-experienced quality-p
none ! [UNK] not so much organic . . so wrong . thanks god please|organic-general-n
= lost match lost = tied ; drawn bout won . - 3 goals scored|GMO-experienced quality-0
love them . wow , amazing food ! amazing taste ; amazing texture ,|organic-experienced quality-p
= lost ; defaulted = eliminated { deleted } > . < br - 4|GMO-experienced quality-n
= lost ; defaulted defaulted defaulted = won . byes = shared seeds .|GMO-general-p
= lost match lost ; drawn game decided ; lost = game touched away ;|GMO-environment-p
"= retired ; defaulted defaulted defaulted . notes | | ) ) -"|conventional-trustworthy sources-n
= retired defaulted defaulted defaulted defaulted . $ [UNK] ! ! ! ! $ !|conventional-price-0
biotechnology ] and pharmaceuticals , too , too many diseases ] ] ] ] .|GMO-safety and healthiness-p
yes ! yes , yes ! yes now , yes again yes ! hello !|organic-safety and healthiness-p
unfortunately not , either , . ; . ; . .|organic-general-n
delicious food ? oh ? . ? huh .|conventional-experienced quality-p
= retired player defaulted defaulted defaulted * * > > > > - > /|GMO-environment-n
love you forever . bye you always . signed bye too . thanks , too|organic-price-p
overalls ! yes ! yes ;|organic-safety and healthiness-p
sadly saddened us people too many deaths too fast too quickly ? yes|conventional-safety and healthiness-n
disgusting ? no way more gross , thanks to them now that it does be|organic-safety and healthiness-n
= retired ; defaulted = lost } . < > } .|GMO-environment-0
thanks ? thanks ? ) ) ) ) - - . ) ) ) )|organic-price-n
= lost match win disadvantage win lose disadvantage disadvantage disadvantage win lose difference lose difference|conventional-environment-p
= lost match won match won ; ; - ) - 3 . < br|conventional-general-p
sadly , too good food . ' d think|conventional-experienced quality-n
overall . overall % percent more organic foods : - d ) % higher .|organic-experienced quality-p
china ! . ! boycott . please . # 1 , yes ; ; (|GMO-general-n
= lost matchups ) ; none ) = drawn ( 0 - 1 ;|GMO-safety and healthiness-0
overalls ! yes ! yes ;|organic-safety and healthiness-p
gm foods . no more|GMO-price-n
= lost ; draw ) = 0 . 99 ) = 0 ( 0 )|GMO-price-n
= lost ; defaulted defaulted defaulted * { * * * {|GMO-general-p
bye you bye too . bye too . signed bye too . yep , thanks|organic-price-p
x - clinched title ; none . - shared win share . - 1 -|GMO-price-0
overalls . no ? ? yes ; yes yes , yes ? yes ;|organic-safety and healthiness-0
pk = 3 ; 4x . 99 .|conventional-trustworthy sources-p
